"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(250.0, 8, BF)$";"$\tau_c(500.0, 8, BF)$";"$\tau_c(750.0, 8, BF)$";"$\tau_c(1000.0, 8, BF)$";"$\tau_c(1250.0, 8, BF)$";"$\tau_c(1500.0, 8, BF)$";"$\tau_c(1750.0, 8, BF)$";"$\tau_c(2000.0, 8, BF)$";"$\tau_c(2250.0, 8, BF)$";"$\tau_c(2500.0, 8, BF)$";"$\tau_c(2750.0, 8, BF)$";"$\tau_c(3000.0, 8, BF)$";"$\tau_c(3250.0, 8, BF)$";"$\tau_c(3500.0, 8, BF)$";"$\tau_c(3750.0, 8, BF)$";"$\tau_c(4000.0, 8, BF)$";"$\tau_c(4250.0, 8, BF)$";"$\tau_c(4500.0, 8, BF)$";"$\tau_c(4750.0, 8, BF)$";"$\tau_c(5000.0, 8, BF)$";"$\tau_c(5250.0, 8, BF)$";"$\tau_c(5500.0, 8, BF)$";"$\tau_c(5750.0, 8, BF)$";"$\tau_c(6000.0, 8, BF)$";"$\tau_c(6250.0, 8, BF)$";"$\tau_c(6283.0, 8, BF)$";"$\tau_c(6293.0, 8, BF)$";"$\tau_c(6533.0, 8, BF)$";"$\tau_c(6716.0, 8, BF)$";"$\tau_c(6966.0, 8, BF)$";"$\tau_c(7216.0, 8, BF)$";"$\tau_c(7466.0, 8, BF)$";"$\tau_c(7716.0, 8, BF)$";"$\tau_c(7966.0, 8, BF)$";"$\tau_c(8216.0, 8, BF)$";"$\tau_c(8466.0, 8, BF)$";"$\tau_c(8716.0, 8, BF)$";"$\tau_c(8760.0, 8, BF)$";"$\tau_c(9010.0, 8, BF)$";"$\tau_c(9247.0, 8, BF)$";"$\tau_c(9257.0, 8, BF)$";"$\tau_c(9497.0, 8, BF)$";"$\tau_c(9747.0, 8, BF)$";"$\tau_c(9997.0, 8, BF)$";"$\tau_c(10247.0, 8, BF)$";"$\tau_c(10497.0, 8, BF)$";"$\tau_c(10747.0, 8, BF)$";"$\tau_c(10997.0, 8, BF)$";"$\tau_c(11247.0, 8, BF)$";"$\tau_c(11497.0, 8, BF)$";"$\tau_c(11747.0, 8, BF)$";"$\tau_c(11997.0, 8, BF)$";"$\tau_c(12247.0, 8, BF)$";"$\tau_c(12497.0, 8, BF)$";"$\tau_c(12747.0, 8, BF)$";"$\tau_c(12997.0, 8, BF)$";"$\tau_c(13247.0, 8, BF)$";"$\tau_c(13497.0, 8, BF)$";"$\tau_c(13747.0, 8, BF)$";"$\tau_c(13997.0, 8, BF)$";"$\tau_c(14247.0, 8, BF)$";"$\tau_c(14497.0, 8, BF)$";"$\tau_c(14747.0, 8, BF)$";"$\tau_c(14997.0, 8, BF)$";"$\tau_c(15247.0, 8, BF)$";"$\tau_c(15497.0, 8, BF)$";"$\tau_c(15747.0, 8, BF)$";"$\tau_c(15997.0, 8, BF)$";"$\tau_c(16247.0, 8, BF)$";"$\tau_c(16497.0, 8, BF)$";"$\tau_c(16747.0, 8, BF)$";"$\tau_c(16997.0, 8, BF)$";"$\tau_c(17247.0, 8, BF)$";"$\tau_c(17497.0, 8, BF)$";"$\tau_c(17520.0, 8, BF)$"
1.0357707953449315e+02;2.3104554015611952e-02;4.7946396195493873e-01;1.7650752897208724e-01;3.8794757956698559e-06;6.9337323452755539e-09;8.9674327373576211e-04;3.3724029999999998e+00;6.8576150000000000e+00;1.0124663999999999e+01;1.3291109000000001e+01;1.6940107999999999e+01;2.0543240999999998e+01;2.4024708000000000e+01;2.7310051999999999e+01;3.0495704000000000e+01;3.3589919000000002e+01;3.6585155999999998e+01;4.1056105000000002e+01;4.5287084999999998e+01;4.9253281999999999e+01;5.2949266999999999e+01;5.6404029000000001e+01;5.9641052000000002e+01;6.2668861999999997e+01;6.5492782000000005e+01;6.8123788000000005e+01;7.0575705999999997e+01;7.2860275000000001e+01;7.4987620000000007e+01;7.6967786000000004e+01;7.8810792000000006e+01;7.9012280000000004e+01;1.7183831000000001e+01;2.0343927999999998e+01;2.2482693999999999e+01;2.5554054000000001e+01;2.9063167000000000e+01;3.2658444000000003e+01;3.6116346000000000e+01;3.9434472000000000e+01;4.2611012000000002e+01;4.6165191999999998e+01;4.9881934000000001e+01;5.0490319000000000e+01;5.3365012999999998e+01;5.5950996000000004e+01;3.3501392000000003e+01;3.6506394000000000e+01;3.9487409000000000e+01;4.2366084000000001e+01;4.5134056999999999e+01;4.7787393000000002e+01;5.0325983999999998e+01;5.2755501000000002e+01;5.5082281999999999e+01;5.7310248000000001e+01;5.9441799000000003e+01;6.1479405000000000e+01;6.3426242000000002e+01;6.5285897000000006e+01;6.7062074999999993e+01;6.8135807999999997e+01;6.9144114000000002e+01;7.0123384000000001e+01;7.1073791999999997e+01;7.1995630000000006e+01;7.2889572000000001e+01;7.3756676999999996e+01;7.4598071000000004e+01;7.5414795999999996e+01;7.6207730999999995e+01;7.6977554999999995e+01;7.7724822000000003e+01;7.8450092999999995e+01;7.9154002000000006e+01;7.9837252000000007e+01;8.0500563999999997e+01;8.1144621999999998e+01;8.1770044999999996e+01;8.2377384000000006e+01;8.2432129000000003e+01
1.0306267459525981e+02;2.3448314415595431e-02;4.7831886752115710e-01;1.5770390469605194e-01;1.0632952999438345e-06;3.7354126543029663e-09;5.8099921687085256e-04;8.4441900000000003e-01;1.7488250000000001e+00;2.6075819999999998e+00;3.4599150000000001e+00;4.3075330000000003e+00;5.1502780000000001e+00;5.9865589999999997e+00;6.8148109999999997e+00;7.6348640000000003e+00;8.4476350000000000e+00;9.2540259999999996e+00;1.0054328000000000e+01;1.0848269999999999e+01;1.1635424000000000e+01;1.2415616999999999e+01;1.3189011000000001e+01;1.3955901000000001e+01;1.4818194999999999e+01;1.5672962999999999e+01;1.6519946000000001e+01;1.7358640000000001e+01;1.8189015000000001e+01;1.9011298000000000e+01;1.9825644000000000e+01;2.0632204000000002e+01;2.0736936000000000e+01;5.7589059999999996e+00;6.5770020000000002e+00;7.1957259999999996e+00;8.3040830000000003e+00;9.3996779999999998e+00;1.0483051000000000e+01;1.1554371000000000e+01;1.2613637000000001e+01;1.3660781999999999e+01;1.4695770000000000e+01;1.5718707000000000e+01;1.5896698000000001e+01;1.6464594999999999e+01;1.6999865000000000e+01;8.9261490000000006e+00;9.5302729999999993e+00;1.0157539999999999e+01;1.0780896000000000e+01;1.1400247999999999e+01;1.2015542999999999e+01;1.2626792999999999e+01;1.3234048000000000e+01;1.3837375000000000e+01;1.4436840000000000e+01;1.5032475000000000e+01;1.5624276000000000e+01;1.6212242000000000e+01;1.6796398000000000e+01;1.7376785999999999e+01;1.7953444000000001e+01;1.8526394000000000e+01;1.9095655000000001e+01;1.9661244000000000e+01;2.0223184000000000e+01;2.0781500000000001e+01;2.1336220000000001e+01;2.1887371000000002e+01;2.2434975999999999e+01;2.2979054999999999e+01;2.3519627000000000e+01;2.4056712999999998e+01;2.4590335000000000e+01;2.5120514000000000e+01;2.5704923999999998e+01;2.6286681999999999e+01;2.6864756000000000e+01;2.7437980000000000e+01;2.8006618000000000e+01;2.8057327000000001e+01
1.0306872251477922e+02;2.4427247045959787e-02;4.0712302040220416e-01;7.4848515187191683e-02;6.5309536214581297e-06;4.0860894443054932e-09;5.3808020014569084e-04;1.2062980000000001e+00;2.4860609999999999e+00;3.7100160000000000e+00;4.9102880000000004e+00;6.1123779999999996e+00;7.3221239999999996e+00;8.5276510000000005e+00;9.7139190000000006e+00;1.0875457000000001e+01;1.2017139000000000e+01;1.3146737000000000e+01;1.4268212000000000e+01;1.5380381000000000e+01;1.6771598999999998e+01;1.8146760000000000e+01;1.9501975000000002e+01;2.0833953999999999e+01;2.2143996000000001e+01;2.3435351000000001e+01;2.4709361000000001e+01;2.5965706000000001e+01;2.7203876999999999e+01;2.8423597999999998e+01;2.9624946999999999e+01;3.0808444000000001e+01;3.0956831999999999e+01;7.0128060000000003e+00;8.1844370000000009e+00;9.0685300000000009e+00;1.0517177000000000e+01;1.1947068000000000e+01;1.3359379000000001e+01;1.4753228000000000e+01;1.6127628999999999e+01;1.7701663000000000e+01;1.9252621999999999e+01;2.0778908999999999e+01;2.1040189999999999e+01;2.2141230000000000e+01;2.3175353999999999e+01;1.2386519000000000e+01;1.3448076000000000e+01;1.4541819000000000e+01;1.5623728000000000e+01;1.6694230000000001e+01;1.7785435000000000e+01;1.8865608999999999e+01;1.9935310999999999e+01;2.0993769000000000e+01;2.2041073999999998e+01;2.3077385000000000e+01;2.4102625000000000e+01;2.5116990000000001e+01;2.6120840000000001e+01;2.7114332999999998e+01;2.8097397000000001e+01;2.9069986000000000e+01;3.0032205999999999e+01;3.0984234000000001e+01;3.1926238999999999e+01;3.2858376000000000e+01;3.3780752000000000e+01;3.4693423000000003e+01;3.5596426999999998e+01;3.6489809000000001e+01;3.7373615999999998e+01;3.8247892999999998e+01;3.9612392000000000e+01;4.0961233999999997e+01;4.2286527999999997e+01;4.3578040999999999e+01;4.4837670000000003e+01;4.6072870000000002e+01;4.7285822000000003e+01;4.7385067999999997e+01
1.0462456391294158e+02;2.3438180649464780e-02;3.1332462223126478e-01;1.0994076874410136e-01;6.0485717600350943e-06;5.5770631233902370e-09;8.5976425361642805e-04;2.0592959999999998e+00;4.2170420000000002e+00;6.2576890000000001e+00;8.2467050000000004e+00;1.0234099000000001e+01;1.2230188999999999e+01;1.4210032999999999e+01;1.6143287999999998e+01;1.8613322000000000e+01;2.1024809999999999e+01;2.3374708999999999e+01;2.5663428000000000e+01;2.7897141999999999e+01;3.0080653999999999e+01;3.2213546999999998e+01;3.4293996999999997e+01;3.6321978000000001e+01;3.8298658000000003e+01;4.1144919000000002e+01;4.3887075000000003e+01;4.6519708999999999e+01;4.9035614000000002e+01;5.1441288000000000e+01;5.3747667000000000e+01;5.5959834000000001e+01;5.6221387999999997e+01;1.1204262999999999e+01;1.3036652999999999e+01;1.4415431000000000e+01;1.6509820000000001e+01;1.8570554000000001e+01;2.1026167999999998e+01;2.3429411000000002e+01;2.5778627000000000e+01;2.8068701999999998e+01;3.0299707000000001e+01;3.2475434000000000e+01;3.2838327999999997e+01;3.4607405999999997e+01;3.6251859000000003e+01;2.0137414000000000e+01;2.2078945000000001e+01;2.4086476999999999e+01;2.6056070999999999e+01;2.7987452999999999e+01;2.9880220000000001e+01;3.1734476000000001e+01;3.3550576999999997e+01;3.5328952999999998e+01;3.7070160999999999e+01;3.8774754000000001e+01;4.0443102000000003e+01;4.2075423000000001e+01;4.3976773000000001e+01;4.5790314000000002e+01;4.7548074999999997e+01;4.9252561999999998e+01;5.0906996999999997e+01;5.2512258000000003e+01;5.4069136000000000e+01;5.5579166999999998e+01;5.7044131999999998e+01;5.8465446000000000e+01;5.9844211000000001e+01;6.1181623000000002e+01;6.2479022999999998e+01;6.3737693999999998e+01;6.4958770000000001e+01;6.6143321999999998e+01;6.7292439999999999e+01;6.8407214999999994e+01;6.9488686000000001e+01;7.0537841000000000e+01;7.1555638999999999e+01;7.1645148000000006e+01
1.0969517954545151e+02;2.3621653836768890e-02;3.7323574066104448e-01;1.4769458136190122e-01;6.6431720272776282e-06;5.7682511196854979e-09;7.5299437468236672e-04;1.9295329999999999e+00;3.9705900000000001e+00;5.9133959999999997e+00;7.8083099999999996e+00;9.6962940000000000e+00;1.1587462000000000e+01;1.3463918000000000e+01;1.5302357000000001e+01;1.7093945000000001e+01;1.9435445999999999e+01;2.1731000999999999e+01;2.3976939999999999e+01;2.6169232000000001e+01;2.8310687999999999e+01;3.0406213000000001e+01;3.2457009999999997e+01;3.4462468999999999e+01;3.6422719000000001e+01;3.8338259000000001e+01;4.1094290000000001e+01;4.3783206000000000e+01;4.6384213000000003e+01;4.8876415999999999e+01;5.1270949000000002e+01;5.3584010999999997e+01;5.3854267000000000e+01;1.0161339999999999e+01;1.1923947999999999e+01;1.3248248000000000e+01;1.5300738000000001e+01;1.7322353000000000e+01;1.9318863000000000e+01;2.1769234999999998e+01;2.4173887000000001e+01;2.6526823000000000e+01;2.8820022999999999e+01;3.1054372999999998e+01;3.1428678999999999e+01;3.3227145999999998e+01;3.4904355000000002e+01;1.9206219999999998e+01;2.1065221999999999e+01;2.2997896999999998e+01;2.4898952000000001e+01;2.6768653000000000e+01;2.8606131000000001e+01;3.0411960000000001e+01;3.2186700999999999e+01;3.3930191000000001e+01;3.5642460000000000e+01;3.7323968000000001e+01;3.8975152999999999e+01;4.1464210999999999e+01;4.3888339000000002e+01;4.6238453999999997e+01;4.8502468999999998e+01;5.0683902000000003e+01;5.2793542000000002e+01;5.4835920999999999e+01;5.6810716999999997e+01;5.8718119000000002e+01;6.0560132000000003e+01;6.2338839000000000e+01;6.4055913000000004e+01;6.5713202999999993e+01;6.7312871999999999e+01;6.8856907000000007e+01;7.0346935999999999e+01;7.1784413000000001e+01;7.3170930999999996e+01;7.4508240000000001e+01;7.5798062999999999e+01;7.7041994000000003e+01;7.8241511000000003e+01;7.8332684000000000e+01
1.0159355962403501e+02;2.3366627396541176e-02;4.5103146585832127e-01;4.5683167060352824e-02;6.3207242440962972e-06;6.8593438301540247e-09;9.3715816553236538e-04;2.1663169999999998e+00;4.4483360000000003e+00;6.6117809999999997e+00;8.7161880000000007e+00;1.0808776999999999e+01;1.2900326000000000e+01;1.4969438000000000e+01;1.6989182000000000e+01;1.9527215000000002e+01;2.1984843999999999e+01;2.4368129000000000e+01;2.6679428999999999e+01;2.8921353000000000e+01;3.1096665999999999e+01;3.3208010000000002e+01;3.5257151999999998e+01;3.7245311999999998e+01;3.9173825000000001e+01;4.1044414000000003e+01;4.2858955999999999e+01;4.4619185000000002e+01;4.6363101999999998e+01;4.7992705000000001e+01;4.9571637000000003e+01;5.1101937000000000e+01;5.1300497999999997e+01;1.0612431000000001e+01;1.2524172000000000e+01;1.3990368000000000e+01;1.6182164000000000e+01;1.8339454000000000e+01;2.0945632000000000e+01;2.3492795000000001e+01;2.5978486000000000e+01;2.8395624000000002e+01;3.0743382000000000e+01;3.3026418999999997e+01;3.3405405000000002e+01;3.4759583999999997e+01;3.6015045999999998e+01;2.0053936000000000e+01;2.1621030000000001e+01;2.3222930999999999e+01;2.4792217999999998e+01;2.6329452000000000e+01;2.7835343000000002e+01;2.9310534000000001e+01;3.0755610999999998e+01;3.2171202999999998e+01;3.3557935999999998e+01;3.4916403000000003e+01;3.6247174999999999e+01;3.7550826000000001e+01;3.8827928000000000e+01;4.0079034999999998e+01;4.1304685999999997e+01;4.2505403000000001e+01;4.3681705000000001e+01;4.4834097999999997e+01;4.5963082999999997e+01;4.7045929000000001e+01;4.8053525999999998e+01;4.9041213999999997e+01;5.0009495000000001e+01;5.0960175000000000e+01;5.1893689999999999e+01;5.2809775000000002e+01;5.3708454000000003e+01;5.4590226999999999e+01;5.5455595000000002e+01;5.6304834999999997e+01;5.7138173000000002e+01;5.7955925999999998e+01;5.8758445000000002e+01;5.8831522999999997e+01
1.0186911582322681e+02;2.3057350988406906e-02;3.3590918278199700e-01;1.1185528631886110e-01;5.9646733898084512e-06;6.2072339920258936e-09;8.6081131529729886e-04;2.1520920000000001e+00;4.4083449999999997e+00;6.5431020000000002e+00;8.6222130000000003e+00;1.0695804000000001e+01;1.2774115000000000e+01;1.4832063000000000e+01;1.7377127999999999e+01;1.9863916000000000e+01;2.2283700000000000e+01;2.4634460000000001e+01;2.6923400000000001e+01;2.9158149999999999e+01;3.1340236999999998e+01;3.3467635000000001e+01;3.5538958999999998e+01;3.7554518000000002e+01;4.0470486999999999e+01;4.3264484000000003e+01;4.5937947000000001e+01;4.8488427000000001e+01;5.0920805999999999e+01;5.3245037000000004e+01;5.5467883999999998e+01;5.7592300999999999e+01;5.7844310000000000e+01;1.1810911000000001e+01;1.3713721000000000e+01;1.5145472000000000e+01;1.7296025000000000e+01;1.9409628000000001e+01;2.1957737999999999e+01;2.4446539999999999e+01;2.6874203999999999e+01;2.9235448999999999e+01;3.1530881999999998e+01;3.3764780000000002e+01;3.4135655999999997e+01;3.5926606999999997e+01;3.7585357000000002e+01;2.1038867000000000e+01;2.3057645999999998e+01;2.5130701999999999e+01;2.7157738999999999e+01;2.9139251999999999e+01;3.1075254999999999e+01;3.2965809999999998e+01;3.4811407000000003e+01;3.6612910999999997e+01;3.8371271999999998e+01;4.0087235000000000e+01;4.1761389000000001e+01;4.3394267999999997e+01;4.4986463999999998e+01;4.6621333000000000e+01;4.8161107999999999e+01;4.9656357000000000e+01;5.1108868000000001e+01;5.2521625000000000e+01;5.3895541000000001e+01;5.5230904000000002e+01;5.6528588999999997e+01;5.7789973000000003e+01;5.9016236999999997e+01;6.0208252999999999e+01;6.1366900000000001e+01;6.2493172999999999e+01;6.3588043999999996e+01;6.4652372000000000e+01;6.5686959999999999e+01;6.6692637000000005e+01;6.7670244999999994e+01;6.8620590000000007e+01;6.9544427999999996e+01;6.9627842000000001e+01
1.0247199095476621e+02;2.3445497949801521e-02;3.3223922292773200e-01;1.4091417943250995e-01;3.7266057386003620e-06;5.3867707986086171e-09;1.0035764210131375e-03;2.9425040000000000e+00;5.9666550000000003e+00;8.7913660000000000e+00;1.1536109000000000e+01;1.4282215000000001e+01;1.7510843000000001e+01;2.0677924999999998e+01;2.3694499000000000e+01;2.6596865000000001e+01;2.9430529000000000e+01;3.2186793000000002e+01;3.4855491999999998e+01;3.7433408000000000e+01;4.1053792999999999e+01;4.4492618999999998e+01;4.7749442000000002e+01;5.0825342999999997e+01;5.3734879999999997e+01;5.6491421000000003e+01;5.9100377999999999e+01;6.1565280000000001e+01;6.3892445000000002e+01;6.6090008999999995e+01;6.8165199000000001e+01;7.0124188000000004e+01;7.0348303000000001e+01;1.4893666000000000e+01;1.7758382999999998e+01;1.9643433999999999e+01;2.2386641999999998e+01;2.5335405999999999e+01;2.8217881999999999e+01;3.1022590000000001e+01;3.3738446000000003e+01;3.6363410000000002e+01;3.8900190000000002e+01;4.1353915999999998e+01;4.1755350000000000e+01;4.3874234000000001e+01;4.5812888000000001e+01;2.6392308000000000e+01;2.9000135000000000e+01;3.1629389000000000e+01;3.4174990000000001e+01;3.6637509999999999e+01;3.9017370000000000e+01;4.1315944999999999e+01;4.3535933999999997e+01;4.5680079999999997e+01;4.7750833999999998e+01;4.9586762000000000e+01;5.1336772000000003e+01;5.3027742000000003e+01;5.4662207000000002e+01;5.6243042000000003e+01;5.7771698999999998e+01;5.9249443999999997e+01;6.0677982000000000e+01;6.2059204999999999e+01;6.3394748999999997e+01;6.4686018000000004e+01;6.5934422999999995e+01;6.7141430999999997e+01;6.8308464999999998e+01;6.9436837999999995e+01;7.0527806999999996e+01;7.1582617999999997e+01;7.2602492999999996e+01;7.3588598000000005e+01;7.4542046999999997e+01;7.5463919000000004e+01;7.6355266000000000e+01;7.7217106999999999e+01;7.8050421000000000e+01;7.8124146999999994e+01
1.0386909443040615e+02;2.3126916597771410e-02;3.2440988354475109e-01;8.7598784706574673e-02;8.2612568109621572e-06;5.7551997043068507e-09;1.0865560293389918e-03;1.5966540000000000e+00;3.4124409999999998e+00;5.2309979999999996e+00;6.9916000000000000e+00;8.6788410000000002e+00;1.0310606000000000e+01;1.1910988000000000e+01;1.3493544999999999e+01;1.5056559000000000e+01;1.6590605000000000e+01;1.8089148000000002e+01;1.9552709000000000e+01;2.0986203000000000e+01;2.2394252000000002e+01;2.3778579000000001e+01;2.5465107000000000e+01;2.7142503000000001e+01;2.8795881000000001e+01;3.0409329000000000e+01;3.1980204000000001e+01;3.3517296999999999e+01;3.5027464999999999e+01;3.6511857999999997e+01;3.7968823999999998e+01;3.9396585000000002e+01;3.9570182000000003e+01;8.9353840000000009e+00;1.0448960000000000e+01;1.1579414999999999e+01;1.3332649000000000e+01;1.5056762000000001e+01;1.6759651999999999e+01;1.8440106000000000e+01;2.0092898000000002e+01;2.1715240999999999e+01;2.3608521000000000e+01;2.5479465999999999e+01;2.5796534999999999e+01;2.7341263000000001e+01;2.8777853000000000e+01;1.5637472000000001e+01;1.6993995999999999e+01;1.8383396000000001e+01;1.9752341000000001e+01;2.1105747999999998e+01;2.2487995999999999e+01;2.3859912000000001e+01;2.5219139999999999e+01;2.6564677000000000e+01;2.7896528000000000e+01;2.9214774999999999e+01;3.0519487999999999e+01;3.1810630000000000e+01;3.3087936999999997e+01;3.4350997999999997e+01;3.5599432000000000e+01;3.6832977999999997e+01;3.8051451999999998e+01;3.9254669999999997e+01;4.0442435000000003e+01;4.1614556000000000e+01;4.2770876999999999e+01;4.4308554999999998e+01;4.5778568000000000e+01;4.7209741000000001e+01;4.8603411999999999e+01;4.9963512000000001e+01;5.1290922999999999e+01;5.2585273999999998e+01;5.3847048000000001e+01;5.5077489000000000e+01;5.6277636000000001e+01;5.7448078000000002e+01;5.8589405999999997e+01;5.8691358000000001e+01
9.9429120698440244e+01;2.3319561580203405e-02;2.9337211732265689e-01;5.7123515465707098e-02;7.8903526159836708e-06;7.7013033184666480e-09;9.4884325093566829e-04;1.7292520000000000e+00;3.6945340000000000e+00;5.6569430000000001e+00;7.5532180000000002e+00;9.3708620000000007e+00;1.1131090000000000e+01;1.2859306000000000e+01;1.4568330000000000e+01;1.6254645000000000e+01;1.7907411000000000e+01;1.9519869000000000e+01;2.1093201000000001e+01;2.2633009000000001e+01;2.4617576000000000e+01;2.6578655999999999e+01;2.8501424000000000e+01;3.0370031000000001e+01;3.2182777999999999e+01;3.3949182999999998e+01;3.5676040000000000e+01;3.7364564000000001e+01;3.9013520000000000e+01;4.0621515000000002e+01;4.2188237999999998e+01;4.3714958000000003e+01;4.3898197000000003e+01;9.3706080000000007e+00;1.1029446999999999e+01;1.2268840000000001e+01;1.4150555000000001e+01;1.5999447999999999e+01;1.7823105999999999e+01;1.9619280000000000e+01;2.1382370999999999e+01;2.3529648000000002e+01;2.5642907999999998e+01;2.7711275000000001e+01;2.8057444000000000e+01;2.9525594000000002e+01;3.0886253000000000e+01;1.6956454000000001e+01;1.8534023999999999e+01;2.0147463999999999e+01;2.1750257999999999e+01;2.3320975000000001e+01;2.4860023000000002e+01;2.6368230000000001e+01;2.7846080000000001e+01;2.9293866999999999e+01;3.0712170000000000e+01;3.2101649999999999e+01;3.3462890000000002e+01;3.4796413000000001e+01;3.6102708000000000e+01;3.7382292999999997e+01;3.8635728000000000e+01;3.9863562000000002e+01;4.1066315000000003e+01;4.2244484999999997e+01;4.3398575000000001e+01;4.4529071000000002e+01;4.5704720000000002e+01;4.6789313999999997e+01;4.7849921999999999e+01;4.8887194000000001e+01;4.9903827000000000e+01;5.0900658999999997e+01;5.1877324999999999e+01;5.2833748000000000e+01;5.3770459000000002e+01;5.4688071999999998e+01;5.5586956000000001e+01;5.6467435000000002e+01;5.7329935999999996e+01;5.7408399000000003e+01
1.0365380681264108e+02;2.3945621362000808e-02;2.9354847294896325e-01;2.1448327791940308e-01;4.2522141064684226e-06;3.8443327775280535e-09;2.6938364133264193e-04;1.2051240000000001e+00;2.4818340000000001e+00;3.7074099999999999e+00;4.9143819999999998e+00;6.1261479999999997e+00;7.3500280000000000e+00;8.5625260000000001e+00;9.7491869999999992e+00;1.0913292999999999e+01;1.2064083999999999e+01;1.3207399000000001e+01;1.4342782000000000e+01;1.5725728000000000e+01;1.7090097000000000e+01;1.8434170999999999e+01;1.9757373999999999e+01;2.1061368999999999e+01;2.2347632999999998e+01;2.3616363000000000e+01;2.4867297000000001e+01;2.6100356999999999e+01;2.7315598000000001e+01;2.8513242000000002e+01;2.9693711000000000e+01;3.0857399000000001e+01;3.1004512999999999e+01;6.8433120000000001e+00;8.0390110000000004e+00;8.9420040000000007e+00;1.0458880000000001e+01;1.1954110999999999e+01;1.3427800000000000e+01;1.4879647000000000e+01;1.6309771000000001e+01;1.7925217000000000e+01;1.9513383999999999e+01;2.1074147000000000e+01;2.1342186000000002e+01;2.2373522999999999e+01;2.3341573000000000e+01;1.2476516999999999e+01;1.3486319999999999e+01;1.4527002000000000e+01;1.5556597999999999e+01;1.6576174000000002e+01;1.7621749999999999e+01;1.8658048999999998e+01;1.9684728000000000e+01;2.0700792000000000e+01;2.1705849000000001e+01;2.2700094000000000e+01;2.3683838000000002e+01;2.4657397000000000e+01;2.5620968999999999e+01;2.6574553000000002e+01;2.7518035000000001e+01;2.8451394000000001e+01;2.9374773000000001e+01;3.0288364000000001e+01;3.1192288000000001e+01;3.2086606000000003e+01;3.2971370000000000e+01;3.3846643000000000e+01;3.4712507000000002e+01;3.5569045000000003e+01;3.6416336999999999e+01;3.7254451000000003e+01;3.8083441999999998e+01;3.9236130000000003e+01;4.0376106000000000e+01;4.1498128999999999e+01;4.2597177000000002e+01;4.3677393000000002e+01;4.4742773999999997e+01;4.4831063999999998e+01
1.0659127316648090e+02;2.3346924504219928e-02;2.9331490187713749e-01;9.1966424039271188e-02;3.5261604770465499e-06;3.3132093753341741e-09;1.2640445523215142e-04;7.9009099999999999e-01;1.6421269999999999e+00;2.4729269999999999e+00;3.3010350000000002e+00;4.1352190000000002e+00;4.9602740000000001e+00;5.7742610000000001e+00;6.5808130000000000e+00;7.3830629999999999e+00;8.1815140000000000e+00;8.9747430000000001e+00;9.7611600000000003e+00;1.0540202000000001e+01;1.1312412999999999e+01;1.2078718000000000e+01;1.2839632000000000e+01;1.3595030000000000e+01;1.4457817000000000e+01;1.5313033000000001e+01;1.6160588000000001e+01;1.7000467000000000e+01;1.7832854999999999e+01;1.8657751999999999e+01;1.9475092000000000e+01;2.0285001000000001e+01;2.0390129999999999e+01;5.7151209999999999e+00;6.5394160000000001e+00;7.1629360000000002e+00;8.2701270000000005e+00;9.3656389999999998e+00;1.0449433000000001e+01;1.1521248000000000e+01;1.2581194999999999e+01;1.3629531000000000e+01;1.4666453000000001e+01;1.5692029000000000e+01;1.5870390000000000e+01;1.6455143000000000e+01;1.7006307000000000e+01;8.9142749999999999e+00;9.5181930000000001e+00;1.0145752000000000e+01;1.0769596000000000e+01;1.1389639000000001e+01;1.2005852000000001e+01;1.2618244000000001e+01;1.3226855000000000e+01;1.3831750000000000e+01;1.4432997000000000e+01;1.5030625000000001e+01;1.5624628000000000e+01;1.6215005000000001e+01;1.6801780999999998e+01;1.7384995000000000e+01;1.7964680999999999e+01;1.8540861000000000e+01;1.9113551999999999e+01;1.9682770000000001e+01;2.0248536000000001e+01;2.0810873999999998e+01;2.1369813000000001e+01;2.1925381000000002e+01;2.2477601000000000e+01;2.3026492000000001e+01;2.3572071000000001e+01;2.4114356000000001e+01;2.4653364000000000e+01;2.5189112000000002e+01;2.5839099999999998e+01;2.6484701000000001e+01;2.7125157999999999e+01;2.7759965000000001e+01;2.8390058000000000e+01;2.8445846000000000e+01
