"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(0, 8, BC)$";"$\tau_c(250, 8, BC)$";"$\tau_c(500, 8, BC)$";"$\tau_c(750, 8, BC)$";"$\tau_c(1000, 8, BC)$";"$\tau_c(1250, 8, BC)$";"$\tau_c(1500, 8, BC)$";"$\tau_c(1750, 8, BC)$";"$\tau_c(2000, 8, BC)$";"$\tau_c(2250, 8, BC)$";"$\tau_c(2500, 8, BC)$";"$\tau_c(2750, 8, BC)$";"$\tau_c(3000, 8, BC)$";"$\tau_c(3250, 8, BC)$";"$\tau_c(3500, 8, BC)$";"$\tau_c(3750, 8, BC)$";"$\tau_c(4000, 8, BC)$";"$\tau_c(4250, 8, BC)$";"$\tau_c(4500, 8, BC)$";"$\tau_c(4750, 8, BC)$";"$\tau_c(5000, 8, BC)$";"$\tau_c(5250, 8, BC)$";"$\tau_c(5500, 8, BC)$";"$\tau_c(5750, 8, BC)$";"$\tau_c(6000, 8, BC)$";"$\tau_c(6250, 8, BC)$";"$\tau_c(6500, 8, BC)$";"$\tau_c(6750, 8, BC)$";"$\tau_c(7000, 8, BC)$";"$\tau_c(7250, 8, BC)$";"$\tau_c(7500, 8, BC)$";"$\tau_c(7750, 8, BC)$";"$\tau_c(8000, 8, BC)$";"$\tau_c(8250, 8, BC)$";"$\tau_c(8500, 8, BC)$";"$\tau_c(8750, 8, BC)$";"$\tau_c(9000, 8, BC)$";"$\tau_c(9250, 8, BC)$";"$\tau_c(9500, 8, BC)$";"$\tau_c(9750, 8, BC)$";"$\tau_c(10000, 8, BC)$";"$\tau_c(10250, 8, BC)$";"$\tau_c(10500, 8, BC)$";"$\tau_c(10750, 8, BC)$";"$\tau_c(11000, 8, BC)$";"$\tau_c(11250, 8, BC)$";"$\tau_c(11500, 8, BC)$";"$\tau_c(11750, 8, BC)$";"$\tau_c(12000, 8, BC)$";"$\tau_c(12250, 8, BC)$";"$\tau_c(12500, 8, BC)$";"$\tau_c(12750, 8, BC)$";"$\tau_c(13000, 8, BC)$";"$\tau_c(13250, 8, BC)$";"$\tau_c(13500, 8, BC)$";"$\tau_c(13750, 8, BC)$";"$\tau_c(14000, 8, BC)$";"$\tau_c(14250, 8, BC)$";"$\tau_c(14500, 8, BC)$";"$\tau_c(14750, 8, BC)$";"$\tau_c(15000, 8, BC)$";"$\tau_c(15250, 8, BC)$";"$\tau_c(15500, 8, BC)$";"$\tau_c(15750, 8, BC)$";"$\tau_c(16000, 8, BC)$";"$\tau_c(16250, 8, BC)$";"$\tau_c(16500, 8, BC)$";"$\tau_c(16750, 8, BC)$";"$\tau_c(17000, 8, BC)$";"$\tau_c(17250, 8, BC)$";"$\tau_c(17500, 8, BC)$";"$\tau_c(17750, 8, BC)$";"$\tau_c(18000, 8, BC)$";"$\tau_c(18250, 8, BC)$";"$\tau_c(18500, 8, BC)$"
1.0134932724038194e+02;2.3355369071931077e-02;3.9470637315312562e-01;9.4179787299775414e-02;4.5390906721837455e-06;6.3855706779339138e-09;1.2945791884296239e-04;2.0776960000000000e+00;4.3885519999999998e+00;6.6677340000000003e+00;8.8723469999999995e+00;1.1016852000000000e+01;1.3121764000000001e+01;1.5180334999999999e+01;1.7184699999999999e+01;1.9140944999999999e+01;2.1055325000000000e+01;2.2926172000000001e+01;2.4751118999999999e+01;2.6531862000000000e+01;2.8270959000000001e+01;2.9969270999999999e+01;3.1627175999999999e+01;3.2939172999999997e+01;3.4234605999999999e+01;3.5506396000000002e+01;3.6756864999999998e+01;3.7991644000000001e+01;3.9208606000000003e+01;4.0404944999999998e+01;4.1581220000000002e+01;4.2739013999999997e+01;4.2882674000000002e+01;1.2397307000000000e+01;1.4285004000000001e+01;1.5695221000000000e+01;1.8062491999999999e+01;2.0366731000000001e+01;2.2603164000000000e+01;2.4775759999999998e+01;2.6889140000000001e+01;2.8944215000000000e+01;3.0941095000000001e+01;3.2587293000000003e+01;3.2867224999999998e+01;3.3973981999999999e+01;3.5008916999999997e+01;1.9500571999999998e+01;2.0921196999999999e+01;2.2371319000000000e+01;2.3799655999999999e+01;2.5203627999999998e+01;2.6578745000000001e+01;2.7927671000000000e+01;2.9253533000000001e+01;3.0556097000000001e+01;3.1678304000000001e+01;3.2795076000000002e+01;3.3896675999999999e+01;3.4980615999999998e+01;3.6051363000000002e+01;3.7110354000000001e+01;3.8155245000000001e+01;3.9185108999999997e+01;4.0201022999999999e+01;4.1203555000000001e+01;4.2192217999999997e+01;4.3166759999999996e+01;4.4127516000000000e+01;4.5074742999999998e+01;4.6008386000000002e+01;4.6928418999999998e+01;4.7834999000000003e+01;4.8728298000000002e+01;4.9608406000000002e+01;5.0475397999999998e+01;5.1329400999999997e+01;5.2170552999999998e+01;5.2998975999999999e+01;5.3814791000000000e+01;5.4618130000000001e+01;5.4683706999999998e+01
1.1178285655965820e+02;2.3252496556305426e-02;3.4407262584095433e-01;8.6307998939869929e-02;3.7152825480296665e-06;5.4367432802269954e-09;7.0791938595161940e-04;5.1332810000000002e+00;1.0962607999999999e+01;1.6657861000000000e+01;2.1932151999999999e+01;2.6897828000000001e+01;3.1689990000000002e+01;3.5321562000000000e+01;3.8867387000000001e+01;4.2288519999999998e+01;4.5573283000000004e+01;4.8719607000000003e+01;5.1730791000000004e+01;5.4611437000000002e+01;5.7365009000000001e+01;5.9994447999999998e+01;6.2503577999999997e+01;6.3611725000000000e+01;6.4651531000000006e+01;6.5664041999999995e+01;6.6651785000000004e+01;6.7616709999999998e+01;6.8558481999999998e+01;6.9477025999999995e+01;7.0373163000000005e+01;7.1248014999999995e+01;7.1361784999999998e+01;1.4969244000000000e+01;2.0799979000000000e+01;2.4567470000000000e+01;2.9990584999999999e+01;3.5105699000000001e+01;3.9046553000000003e+01;4.2830821000000000e+01;4.6445535000000000e+01;4.9900472000000001e+01;5.3201712000000001e+01;5.6350709000000002e+01;5.6851671000000003e+01;5.8704937999999999e+01;6.0381315000000001e+01;3.6215089999999996e+01;3.8621842999999998e+01;4.0916381999999999e+01;4.3136423999999998e+01;4.5285048000000003e+01;4.7365302000000000e+01;4.9379593000000000e+01;5.1329574999999998e+01;5.3217260000000003e+01;5.5044890000000002e+01;5.6814478000000001e+01;5.8527799000000002e+01;6.0186638000000002e+01;6.1078671999999997e+01;6.1923521000000001e+01;6.2752170999999997e+01;6.3566428000000002e+01;6.4367569000000003e+01;6.5155027000000004e+01;6.5928459000000004e+01;6.6688281000000003e+01;6.7435182999999995e+01;6.8169416999999996e+01;6.8890966000000006e+01;6.9599974000000003e+01;7.0296779999999998e+01;7.0981686999999994e+01;7.1654866999999996e+01;7.2316471000000007e+01;7.2966712000000001e+01;7.3605827000000005e+01;7.4234020999999998e+01;7.4851472000000001e+01;7.5458360999999996e+01;7.5513671000000002e+01
9.9376092372679821e+01;2.3478205945886392e-02;2.9553797244466540e-01;5.4388292741473221e-02;4.0247990349715227e-06;6.4162468007349403e-09;9.6052665340665090e-04;5.8776849999999996e+00;1.2084581000000000e+01;1.7839319000000000e+01;2.3164017000000001e+01;2.8114422999999999e+01;3.2712493000000002e+01;3.5576273999999998e+01;3.8313028000000003e+01;4.0926521999999999e+01;4.3428575000000002e+01;4.5821843999999999e+01;4.8111350000000002e+01;5.0302003999999997e+01;5.2398350999999998e+01;5.4404358999999999e+01;5.6323846000000003e+01;5.8160632999999997e+01;5.9918360000000000e+01;6.1600428000000001e+01;6.2423063999999997e+01;6.3183138000000000e+01;6.3924709000000000e+01;6.4649503999999993e+01;6.5359341000000001e+01;6.6053863000000007e+01;6.6144368999999998e+01;1.5330226000000000e+01;2.0091121999999999e+01;2.3662026000000001e+01;2.9797953000000000e+01;3.5439937000000000e+01;3.9239849999999997e+01;4.2767660999999997e+01;4.6084439000000003e+01;4.9206513999999999e+01;5.2144441000000000e+01;5.4907836000000003e+01;5.5376399999999997e+01;5.6608446000000001e+01;5.7743493999999998e+01;3.5291147000000002e+01;3.7081575000000001e+01;3.8824908000000001e+01;4.0517913999999998e+01;4.2162379999999999e+01;4.3760154000000000e+01;4.5312767999999998e+01;4.6821219999999997e+01;4.8286707000000000e+01;4.9710605999999999e+01;5.1094172999999998e+01;5.2438504000000002e+01;5.3744700000000002e+01;5.5013891000000001e+01;5.6247163000000000e+01;5.7445532999999998e+01;5.8609994999999998e+01;5.9741532999999997e+01;6.0841099999999997e+01;6.1413595999999998e+01;6.1951999999999998e+01;6.2481324000000001e+01;6.3002594000000002e+01;6.3516858999999997e+01;6.4023758999999998e+01;6.4522923000000006e+01;6.5014477999999997e+01;6.5498868000000002e+01;6.5976303000000001e+01;6.6446732999999995e+01;6.6910155000000003e+01;6.7366731999999999e+01;6.7816649999999996e+01;6.8260011000000006e+01;6.8300472999999997e+01
9.9443015878469510e+01;2.3527410110109077e-02;3.2832153674639469e-01;2.0031457133776948e-01;2.1339375392626759e-06;5.8797091120595425e-09;8.5146767891345818e-04;5.4247699999999996e+00;1.1206070000000000e+01;1.6096063000000001e+01;2.0700869000000001e+01;2.5082087999999999e+01;2.9239905000000000e+01;3.3173419000000003e+01;3.6096195000000002e+01;3.8956361000000001e+01;4.1710025999999999e+01;4.4349952000000002e+01;4.6896515000000001e+01;4.9354900000000001e+01;5.1716737999999999e+01;5.3981192000000000e+01;5.6154553000000000e+01;5.8240053000000003e+01;6.0237403999999998e+01;6.1593594000000003e+01;6.2958281999999997e+01;6.4279134999999997e+01;6.5539281000000003e+01;6.6764804999999996e+01;6.7970658000000000e+01;6.9144907000000003e+01;6.9276874000000007e+01;1.5916874999999999e+01;2.0571576000000000e+01;2.3979908999999999e+01;2.8814530999999999e+01;3.3354633000000000e+01;3.6921148000000002e+01;4.0332064000000003e+01;4.3562815999999998e+01;4.6622844000000001e+01;4.9533251999999997e+01;5.2300190000000001e+01;5.2742655999999997e+01;5.4965530999999999e+01;5.6982630000000000e+01;3.4727952000000002e+01;3.7461224999999999e+01;4.0122987999999999e+01;4.2696094000000002e+01;4.5172333999999999e+01;4.7552916000000003e+01;4.9844686000000003e+01;5.2050390000000000e+01;5.4169566000000003e+01;5.6203839000000002e+01;5.8156641000000000e+01;6.0030638000000003e+01;6.1364285000000002e+01;6.2690212000000002e+01;6.3970368999999998e+01;6.5195334000000003e+01;6.6386081000000004e+01;6.7552065999999996e+01;6.8684227000000007e+01;6.9776186999999993e+01;7.0831040000000002e+01;7.1853684999999999e+01;7.2844414000000000e+01;7.3801626999999996e+01;7.4725706000000002e+01;7.5618554000000003e+01;7.6481367000000006e+01;7.7314402000000001e+01;7.8118139999999997e+01;7.8893598999999995e+01;7.9641848999999993e+01;8.0363657000000003e+01;8.1059697999999997e+01;8.1730778999999998e+01;8.1780370000000005e+01
9.0541399021497725e+01;2.2599239285774082e-02;2.2939394886811038e-01;1.0297540470060204e-01;5.7046657555935856e-06;7.3969133777932434e-09;6.6225606031171164e-04;3.7194050000000001e+00;7.8254560000000000e+00;1.1830259000000000e+01;1.5625045999999999e+01;1.9232977000000002e+01;2.2700686999999999e+01;2.6020102999999999e+01;2.9178477999999998e+01;3.2189275000000002e+01;3.5093941000000001e+01;3.7879666999999998e+01;4.0533056000000002e+01;4.3059941000000002e+01;4.5472611999999998e+01;4.7772343999999997e+01;4.9959687000000002e+01;5.2039358000000000e+01;5.4017152000000003e+01;5.5897117999999999e+01;5.7682887999999998e+01;5.9378608000000000e+01;6.0988712999999997e+01;6.1766469999999998e+01;6.2480524000000003e+01;6.3173923000000002e+01;6.3263936999999999e+01;1.5853262000000001e+01;1.9394531000000001e+01;2.1999251999999998e+01;2.5838636000000001e+01;2.9514493000000002e+01;3.2938242000000002e+01;3.6160187000000001e+01;3.9238900999999998e+01;4.2148032000000001e+01;4.4894658000000000e+01;4.7507475999999997e+01;4.7926473000000001e+01;4.9489742999999997e+01;5.0915322000000003e+01;3.0870532000000001e+01;3.3109456000000002e+01;3.5254725999999998e+01;3.7317186000000000e+01;3.9300069999999998e+01;4.1206989000000000e+01;4.3041398000000001e+01;4.4805793000000001e+01;4.6502712000000002e+01;4.8134838999999999e+01;4.9704788999999998e+01;5.1214933000000002e+01;5.2667558999999997e+01;5.4064942000000002e+01;5.5409269999999999e+01;5.6702603000000003e+01;5.7946914000000000e+01;5.9144117999999999e+01;6.0296053999999998e+01;6.0868319000000000e+01;6.1387031999999998e+01;6.1894821999999998e+01;6.2393037999999997e+01;6.2883167000000000e+01;6.3364652000000000e+01;6.3836992000000002e+01;6.4300421000000000e+01;6.4755544000000000e+01;6.5202635999999998e+01;6.5641632999999999e+01;6.6072559999999996e+01;6.6495643999999999e+01;6.6911131999999995e+01;6.7319158999999999e+01;6.7356324999999998e+01
9.9690581210842979e+01;2.3251612288977562e-02;4.0153251438431548e-01;6.2649997677406338e-02;5.1568108232683979e-06;3.9010774770959251e-09;6.0083519026687396e-04;2.8307560000000000e+00;6.0564060000000000e+00;9.2564589999999995e+00;1.2291569000000001e+01;1.5202318999999999e+01;1.8050871999999998e+01;2.0817447999999999e+01;2.3478089000000001e+01;2.6049156000000000e+01;2.8547910999999999e+01;3.0969398000000002e+01;3.3116647000000000e+01;3.5216791999999998e+01;3.7257261999999997e+01;3.9242424000000000e+01;4.1183219999999999e+01;4.3076158999999997e+01;4.4916493000000003e+01;4.6705348999999998e+01;4.8445694000000003e+01;5.0137846000000003e+01;5.1781241999999999e+01;5.3376646999999998e+01;5.4925404999999998e+01;5.6428289999999997e+01;5.6605168999999997e+01;1.3982564999999999e+01;1.6681404000000001e+01;1.8679834000000000e+01;2.1777289000000000e+01;2.4767678000000000e+01;2.7641234000000001e+01;3.0404938000000001e+01;3.2891950000000001e+01;3.5306243000000002e+01;3.7637295999999999e+01;3.9890467000000001e+01;4.0263356999999999e+01;4.2013466999999999e+01;4.3626874000000001e+01;2.5126719000000001e+01;2.7291581999999998e+01;2.9475182000000000e+01;3.1600940999999999e+01;3.3533240999999997e+01;3.5423245000000001e+01;3.7261676999999999e+01;3.9050389000000003e+01;4.0794223000000002e+01;4.2493461000000003e+01;4.4146853000000000e+01;4.5755158000000002e+01;4.7319983999999998e+01;4.8842126000000000e+01;5.0322158000000002e+01;5.1761023999999999e+01;5.3159827000000000e+01;5.4519483999999999e+01;5.5840803999999999e+01;5.7124661000000003e+01;5.8372005999999999e+01;5.9583720999999997e+01;6.0760644999999997e+01;6.1301119000000000e+01;6.1804243000000000e+01;6.2299081999999999e+01;6.2786821000000003e+01;6.3268439000000001e+01;6.3743391000000003e+01;6.4211314000000002e+01;6.4672431000000003e+01;6.5127191999999994e+01;6.5575729999999993e+01;6.6017951999999994e+01;6.6058300000000003e+01
1.0428979905469768e+02;2.2857208406557472e-02;2.9278545748810952e-01;7.5970035721641321e-02;6.8542978852859782e-06;6.8401201843821656e-09;6.9686192305354366e-04;3.2339780000000000e+00;6.7209300000000001e+00;1.0166670999999999e+01;1.3520016000000000e+01;1.6748114999999999e+01;1.9867652000000000e+01;2.2889627999999998e+01;2.5809529000000001e+01;2.8627686000000001e+01;3.1351666000000002e+01;3.4175182000000000e+01;3.6942224000000003e+01;3.9623308000000002e+01;4.2214489999999998e+01;4.4737001999999997e+01;4.7187919999999998e+01;4.9556947000000001e+01;5.1843071999999999e+01;5.4050916999999998e+01;5.6181826999999998e+01;5.8234186000000001e+01;6.0207374000000002e+01;6.1246035999999997e+01;6.2199773000000000e+01;6.3128250000000001e+01;6.3248894999999997e+01;1.4454082000000000e+01;1.7560454000000000e+01;1.9845269999999999e+01;2.3360119000000001e+01;2.6784976000000000e+01;3.0041560000000000e+01;3.3280985000000001e+01;3.6419687000000003e+01;3.9428910999999999e+01;4.2303547999999999e+01;4.5071238999999998e+01;4.5522671000000003e+01;4.7485382000000001e+01;4.9280417000000000e+01;2.8754643000000002e+01;3.1240895999999999e+01;3.3644637000000003e+01;3.5971153999999999e+01;3.8220869000000000e+01;4.0396427000000003e+01;4.2500802999999998e+01;4.4535789000000001e+01;4.6503171000000002e+01;4.8405161999999997e+01;5.0243884000000001e+01;5.2021140000000003e+01;5.3738751000000001e+01;5.5398707999999999e+01;5.7002972999999997e+01;5.8553378000000002e+01;6.0051698999999999e+01;6.0761119999999998e+01;6.1399965999999999e+01;6.2026916999999997e+01;6.2643526000000001e+01;6.3251846999999998e+01;6.3851112999999998e+01;6.4440534000000000e+01;6.5020336000000000e+01;6.5591251999999997e+01;6.6153597000000005e+01;6.6707245999999998e+01;6.7252172000000002e+01;6.7788606999999999e+01;6.8316811999999999e+01;6.8836915000000005e+01;6.9348983000000004e+01;6.9853133999999997e+01;6.9899124000000000e+01
1.0065267039185352e+02;2.3141880367917044e-02;2.5533306183657806e-01;1.7402771198894339e-02;6.8521566974388581e-06;2.7504436425044311e-09;4.1532464750329763e-04;1.6517960000000000e+00;3.4822280000000001e+00;5.2990649999999997e+00;7.0791959999999996e+00;8.8207430000000002e+00;1.0531200000000000e+01;1.2210660000000001e+01;1.3857222000000000e+01;1.5472636000000000e+01;1.7059196000000000e+01;1.8616765999999998e+01;2.0144358000000000e+01;2.1642099000000002e+01;2.3110986000000000e+01;2.4551919999999999e+01;2.5965450000000001e+01;2.7351962000000000e+01;2.8711804000000001e+01;3.0045349999999999e+01;3.1174854000000000e+01;3.2295597000000001e+01;3.3400342000000002e+01;3.4487582000000003e+01;3.5563169000000002e+01;3.6626854999999999e+01;3.6760820000000002e+01;1.1882134000000001e+01;1.3409554999999999e+01;1.4552427000000000e+01;1.6531407000000002e+01;1.8467455999999999e+01;2.0356601999999999e+01;2.2199363000000002e+01;2.3998961000000001e+01;2.5757069000000001e+01;2.7473953000000002e+01;2.9150345999999999e+01;2.9437723999999999e+01;3.0461385000000000e+01;3.1419022999999999e+01;1.7315670000000001e+01;1.8359493000000001e+01;1.9426233000000000e+01;2.0482880000000002e+01;2.1530805999999998e+01;2.2571062999999999e+01;2.3602401000000000e+01;2.4623830000000002e+01;2.5635446000000002e+01;2.6637369000000000e+01;2.7629266999999999e+01;2.8610814000000001e+01;2.9581939999999999e+01;3.0542638000000000e+01;3.1492823999999999e+01;3.2432409000000000e+01;3.3361362999999997e+01;3.4279684000000003e+01;3.5187367000000002e+01;3.6084412999999998e+01;3.6970838999999998e+01;3.7846677000000000e+01;3.8711959999999998e+01;3.9566730999999997e+01;4.0411036000000003e+01;4.1244931999999999e+01;4.2068480000000001e+01;4.2881743000000000e+01;4.3684789000000002e+01;4.4477691999999998e+01;4.5260525000000001e+01;4.6030569999999997e+01;4.6804428000000001e+01;4.7566876999999998e+01;4.7628812000000003e+01
1.0794974368435196e+02;2.3713548086849764e-02;2.2929887694173823e-01;4.4063183070407685e-02;3.1364016069334166e-06;5.6755796116626286e-09;1.1251436083306965e-03;6.2485929999999996e+00;1.2798360000000001e+01;1.8853035999999999e+01;2.4467831000000000e+01;2.9706045000000000e+01;3.4578648000000001e+01;3.7515709000000001e+01;4.0327134999999998e+01;4.3022913000000003e+01;4.5610781000000003e+01;4.8095618000000002e+01;5.0480276000000003e+01;5.2768625999999998e+01;5.4965079000000003e+01;5.7073450000000001e+01;5.9097040000000000e+01;6.1039271999999997e+01;6.2003546000000000e+01;6.2948509999999999e+01;6.3856113000000001e+01;6.4744111000000004e+01;6.5613298999999998e+01;6.6463849999999994e+01;6.7295591000000002e+01;6.8109148000000005e+01;6.8215220000000002e+01;1.4843234000000001e+01;2.0120790000000000e+01;2.3909749000000001e+01;3.0627015000000000e+01;3.5521436999999999e+01;4.0095787000000001e+01;4.4371079000000002e+01;4.8371780999999999e+01;5.2117117000000000e+01;5.5621448999999998e+01;5.8899889000000002e+01;5.9449989000000002e+01;6.0912568000000000e+01;6.2256318999999998e+01;3.8018661000000002e+01;3.9768231000000000e+01;4.1473681999999997e+01;4.3134934999999999e+01;4.4754559000000000e+01;4.6333798999999999e+01;4.7873134999999998e+01;4.9373407000000000e+01;5.0835887000000000e+01;5.2261648999999998e+01;5.3651499000000001e+01;5.5006286000000003e+01;5.6326962999999999e+01;5.7614435000000000e+01;5.8869512000000000e+01;6.0092996999999997e+01;6.0774644000000002e+01;6.1449447999999997e+01;6.2102617000000002e+01;6.2746349000000002e+01;6.3380935999999998e+01;6.4006609999999995e+01;6.4623014999999995e+01;6.5230264000000005e+01;6.5828719000000007e+01;6.6418599000000000e+01;6.6999949999999998e+01;6.7572817999999998e+01;6.8137356999999994e+01;6.8693747000000002e+01;6.9242108999999999e+01;6.9782533999999998e+01;7.0315132000000006e+01;7.0840036999999995e+01;7.0887946999999997e+01
9.4918926261774871e+01;2.2165294282054732e-02;2.5548873667710964e-01;9.4310431640580977e-02;9.1174630742138835e-06;5.3979433741597875e-09;8.2005370353380701e-04;1.4867220000000001e+00;3.1232540000000002e+00;4.7317840000000002e+00;6.3114850000000002e+00;7.8618319999999997e+00;9.3828800000000001e+00;1.0875119000000000e+01;1.2339245000000000e+01;1.3775948000000000e+01;1.5185795000000001e+01;1.6569236000000000e+01;1.7926701000000001e+01;1.9258662999999999e+01;2.0565640999999999e+01;2.1848168000000001e+01;2.3106749000000001e+01;2.4341860000000000e+01;2.5553951000000001e+01;2.6743465000000000e+01;2.7910844000000001e+01;2.9056529000000001e+01;3.0180952000000001e+01;3.1381153999999999e+01;3.2575246999999997e+01;3.3746203999999999e+01;3.3892519999999998e+01;1.1814729000000000e+01;1.3163000000000000e+01;1.4171742000000000e+01;1.5967053000000000e+01;1.7727360000000001e+01;1.9450116999999999e+01;2.1133044999999999e+01;2.2776985000000000e+01;2.4383315000000000e+01;2.5952940000000002e+01;2.7486511000000000e+01;2.7750530999999999e+01;2.8634665999999999e+01;2.9451143999999999e+01;1.6238160000000001e+01;1.7154651000000001e+01;1.8105222999999999e+01;1.9052707999999999e+01;1.9992695000000001e+01;2.0925132000000001e+01;2.1849367999999998e+01;2.2764446000000000e+01;2.3669826000000000e+01;2.4565331000000000e+01;2.5450876000000001e+01;2.6326381000000001e+01;2.7191804999999999e+01;2.8047153999999999e+01;2.8892469999999999e+01;2.9727802000000001e+01;3.0553208000000001e+01;3.1368753999999999e+01;3.2174509000000000e+01;3.2970548000000001e+01;3.3756948000000001e+01;3.4533788000000001e+01;3.5301150000000000e+01;3.6059120000000000e+01;3.6807783000000001e+01;3.7547224000000000e+01;3.8277529000000001e+01;3.8998786000000003e+01;3.9711083000000002e+01;4.0414510999999997e+01;4.1109158999999998e+01;4.1795118000000002e+01;4.2472479999999997e+01;4.3141333000000003e+01;4.3199320000000000e+01
9.4569601767534849e+01;2.3436070879501496e-02;3.8120058830534620e-01;3.2452772202365865e-02;3.7385335999631704e-06;1.3581737500717720e-09;5.2401097562183386e-04;1.8104629999999999e+00;3.8713460000000000e+00;5.8409599999999999e+00;7.7597540000000000e+00;9.6455730000000006e+00;1.1497811000000000e+01;1.3303758999999999e+01;1.5063535000000000e+01;1.6784666000000001e+01;1.8469246999999999e+01;2.0115691000000002e+01;2.1724557999999998e+01;2.3297698000000000e+01;2.4835673000000000e+01;2.6338552000000000e+01;2.7807302000000000e+01;2.9243258999999998e+01;3.0647224000000001e+01;3.1675381000000002e+01;3.2694563000000002e+01;3.3698396000000002e+01;3.4688021999999997e+01;3.5667130000000000e+01;3.6634760000000000e+01;3.7588814999999997e+01;3.7708928000000000e+01;1.2138716000000001e+01;1.3823725000000000e+01;1.5044070000000000e+01;1.7085654000000002e+01;1.9073813999999999e+01;2.1010883000000000e+01;2.2896398999999999e+01;2.4731819999999999e+01;2.6519152999999999e+01;2.8259727000000002e+01;2.9954433000000002e+01;3.0243409000000000e+01;3.1350432999999999e+01;3.2382629999999999e+01;1.8056023000000000e+01;1.9161760000000001e+01;2.0286626999999999e+01;2.1396882999999999e+01;2.2492280000000001e+01;2.3573979000000001e+01;2.4642209000000001e+01;2.5696514000000001e+01;2.6736853000000000e+01;2.7763565000000000e+01;2.8776789000000001e+01;2.9776474000000000e+01;3.0762681000000001e+01;3.1735579999999999e+01;3.2695295000000002e+01;3.3641888000000002e+01;3.4575448000000002e+01;3.5496104000000003e+01;3.6431657000000001e+01;3.7393706999999999e+01;3.8339970999999998e+01;3.9268891000000004e+01;4.0183594999999997e+01;4.1084885000000000e+01;4.1971539999999997e+01;4.2843356999999997e+01;4.3701216000000002e+01;4.4545583000000001e+01;4.5376342999999999e+01;4.6050825000000003e+01;4.6722346999999999e+01;4.7384020000000000e+01;4.8036560000000001e+01;4.8684905000000001e+01;4.8738118999999998e+01
1.1044101762260121e+02;2.3128248059007778e-02;4.8174833771978298e-01;2.7805776641263200e-02;7.4235397941799880e-06;3.8329059109022455e-09;8.8114298302173445e-04;2.2446480000000002e+00;4.7138559999999998e+00;7.1657130000000002e+00;9.5792310000000001e+00;1.1940329999999999e+01;1.4250475000000000e+01;1.6511780000000002e+01;1.8724475000000002e+01;2.0889875000000000e+01;2.3009625000000000e+01;2.5083752000000000e+01;2.7111338000000000e+01;2.9092240000000000e+01;3.1027449000000001e+01;3.3152118000000002e+01;3.5261550999999997e+01;3.7325282000000001e+01;3.9332616000000002e+01;4.1306137000000000e+01;4.3247433999999998e+01;4.5145789999999998e+01;4.6997622999999997e+01;4.8806629999999998e+01;5.0574598000000002e+01;5.2300159999999998e+01;5.2505867000000002e+01;1.2959579000000000e+01;1.5203218000000000e+01;1.6867515000000001e+01;1.9579819000000001e+01;2.2230283000000000e+01;2.4805180000000000e+01;2.7301779000000000e+01;2.9727768000000001e+01;3.2087750000000000e+01;3.4475104000000002e+01;3.6823490000000000e+01;3.7215398000000000e+01;3.9018303000000003e+01;4.0690348000000000e+01;2.2807313000000001e+01;2.4666516999999999e+01;2.6558705000000000e+01;2.8418631000000001e+01;3.0249168000000001e+01;3.2184452999999998e+01;3.4089005999999998e+01;3.5951616000000001e+01;3.7769596999999997e+01;3.9550783000000003e+01;4.1295923999999999e+01;4.3002538000000001e+01;4.4670174000000003e+01;4.6300176999999998e+01;4.7893455000000003e+01;4.9450192000000001e+01;5.0970694000000002e+01;5.2455652999999998e+01;5.3905681999999999e+01;5.5321283999999999e+01;5.6703018999999998e+01;5.8051564999999997e+01;5.9367624999999997e+01;6.0651854000000000e+01;6.1256478000000001e+01;6.1801082000000001e+01;6.2337456000000003e+01;6.2866734999999998e+01;6.3390732000000000e+01;6.3908848999999996e+01;6.4420304999999999e+01;6.4925180999999995e+01;6.5424045000000007e+01;6.5917164999999997e+01;6.5962239999999994e+01
